chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_std_0,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,contrast_mean_0,contrast_mean_1,contrast_mean_2,contrast_mean_3,contrast_mean_4,contrast_mean_5,contrast_mean_6,contrast_std_0,contrast_std_1,contrast_std_2,contrast_std_3,contrast_std_4,contrast_std_5,contrast_std_6,label
0.9402228,0.71161646,0.3193128,0.1385002,0.117746435,0.25499895,0.13095668,0.17484938,0.098891005,0.18449238,0.56529856,0.46378583,0.21077386,0.19555402,0.1372768,0.12141298,0.11738877,0.13126501,0.11134107,0.13427688,0.14975733,0.12677908,0.23820028,0.08136686,-138.41234,233.19128,26.848064,-15.449097,7.1106925,-0.6677105,-19.090578,-22.84611,-6.4311523,6.0027356,-3.085475,-12.414129,-12.818634,69.6319,42.19268,31.035954,8.871946,10.046578,10.326015,9.154873,6.431578,4.818814,5.3838234,4.86777,3.4396553,3.9268627,23.683698156522002,18.107554596035847,22.917550180112276,30.63643284143104,30.290038483425345,19.77075044835925,24.356606212260523,7.550376905855202,4.017943914950818,4.5221259748088,6.103071269246001,5.971284053290063,6.0840626031146305,4.414377971238379,Major
0.6034842,0.45509097,0.40000758,0.31021196,0.2516393,0.3975569,0.62844074,0.33012724,0.36115474,0.5548485,0.8145125,0.672088,0.24572192,0.29952356,0.31262577,0.3379279,0.35900846,0.32228976,0.39286682,0.31215593,0.27319056,0.1870732,0.2314278,0.20299664,-177.3116,169.6537,57.975597,6.9181857,3.2093587,7.7510395,7.208267,0.96960515,-5.88169,-7.2175126,-2.8557801,2.6887212,0.44657883,74.873924,73.916504,23.400097,7.259277,5.5114155,5.0405,4.261807,4.770761,7.429115,8.454678,6.726766,4.619365,5.814847,26.35590087134083,13.984687667557548,18.425993106087706,18.304398431874187,20.530129235449973,15.552423004832077,24.152103152749255,24.9282923855735,3.410685269317403,5.178147894473819,4.723982096836653,5.546332424104915,3.331671581086156,6.079276714637588,Major
0.5871734,0.25810117,0.36278397,0.409093,0.2565787,0.11207783,0.16646545,0.35912716,0.17960618,0.44099507,0.90684354,0.5588704,0.25796968,0.14031032,0.20442438,0.243523,0.16828297,0.14957877,0.1569604,0.26331043,0.12947142,0.11409274,0.21723169,0.16215262,-142.45157,248.8734,25.341429,-30.425436,-6.0037274,1.7804787,-3.3703496,-15.704711,-25.52121,-25.45933,-23.47114,-19.277342,-15.603814,69.49243,44.387974,31.004967,13.079287,7.567952,11.192819,6.8544416,8.073147,8.760084,7.369499,6.9950204,5.8897066,5.1069217,22.693285514105572,15.711775876916832,19.984942747298103,24.900485236311034,29.118581285850983,21.560305171729166,24.273522833444954,7.496811432227797,3.238639386679863,4.3439377568428625,5.21144364962772,5.642122663181401,6.751999743425258,4.341368004311681,Major
0.7728958,0.53272504,0.2959894,0.26543927,0.46679398,0.33631575,0.18102999,0.20582022,0.30029202,0.5179935,0.65726304,0.68032515,0.33411258,0.28503734,0.27934125,0.31492355,0.37435985,0.33579683,0.32574293,0.31290597,0.27139434,0.25984806,0.18834746,0.21652867,-191.44766,178.16867,62.1582,5.8596296,-1.918807,2.1622095,5.345218,2.8107467,-3.2945611,-7.288276,-5.8524656,-1.6437182,-3.8488476,73.17098,72.07139,21.668686,9.041836,9.830759,6.826595,5.275577,4.8802085,5.7346835,7.0388217,7.4379125,6.23138,5.858547,23.714442632855167,14.61894300448092,19.13797705511105,22.07468322443226,20.43885029291535,15.546579498024295,24.678736431647113,21.2333932065277,4.183780636874701,4.978869680280192,5.659306980510569,5.35816298274414,3.3798840685597753,5.300928914642928,Major
0.4018965,0.7467922,0.48459104,0.36832425,0.7218714,0.7718788,0.50164884,0.31261718,0.3813007,0.6464668,0.3733922,0.2314831,0.26498058,0.27330562,0.30190143,0.3302491,0.23784557,0.27977356,0.29614532,0.34539598,0.2801909,0.2723708,0.23717394,0.28658733,-204.48067,171.68744,60.23661,-4.5931153,-10.422441,3.0142603,6.0121865,-1.9296446,-11.28583,-14.784202,-9.849281,-0.51691973,3.9024112,84.67737,85.44943,23.80852,17.714884,17.266926,8.537641,6.034779,8.325871,13.66683,14.675763,10.596561,7.0046806,6.904398,23.842363989426843,11.27963001201558,19.640444104428123,23.356358043906315,17.753008417325997,15.091390681467596,23.018465089476233,16.86323667598267,5.2637065408315555,6.695956192351789,7.565464158122316,5.889771729271401,4.045611836830811,5.450599917005508,Major
0.28684664,0.25098857,0.27733448,0.25476652,0.3986265,0.8068315,0.7138749,0.56658137,0.46896866,0.5211056,0.30380127,0.18211272,0.2812572,0.29544106,0.30414936,0.31743565,0.28081506,0.2991866,0.24608599,0.35799155,0.29080057,0.33510232,0.2773249,0.25472298,-190.72594,164.18303,66.21166,7.2580285,-4.2905707,-0.90476114,0.27757892,1.1651155,0.9138179,-4.538987,-10.8763275,-11.374554,-7.5600567,67.21551,69.52765,24.964607,8.897754,9.565007,7.0036716,5.549772,5.431093,5.3548803,6.2602267,8.409629,9.301997,8.239632,25.45445701370734,14.54416950713354,17.45428830444494,22.612444378788577,16.870302521012544,15.322791435675422,24.730337790596355,19.940504451055396,4.803889490731058,4.943451449452096,7.00136491555331,4.859562123282515,3.913513670781872,5.89326602115363,Major
0.61204714,0.42782313,0.4775765,0.71685946,0.80767363,0.53421885,0.4072514,0.3635996,0.30302888,0.537769,0.5876861,0.6888174,0.25573578,0.27866647,0.2716595,0.25266615,0.28413764,0.28770095,0.30034223,0.3055426,0.3008399,0.29550898,0.24350019,0.23541424,-174.87741,195.87233,63.15357,-6.4156165,-12.163884,1.4366214,7.270789,4.541781,-1.2706121,-4.2112536,-1.9396019,4.993964,7.3355875,96.45411,85.50512,27.855433,10.696083,11.243566,6.974564,4.262217,4.3294578,6.3150535,7.7045903,5.7032666,5.72075,6.2984967,25.33665263848957,10.202529439783921,16.33780685971195,18.61587344072382,17.092155474829266,15.08940222321464,23.426264210271082,23.25900405107994,3.0486264357966655,5.424069235950438,5.983459273392367,5.320535125966329,4.185647880161205,6.9256110109781135,Major
0.61725616,0.45967326,0.36746007,0.485268,0.7473368,0.57961625,0.36001033,0.30742303,0.35515225,0.46370557,0.75626415,0.79885733,0.23600751,0.27262253,0.27218115,0.2468069,0.2517134,0.2350798,0.31578934,0.3244292,0.26698092,0.22624926,0.25136048,0.22236909,-189.63327,191.27768,66.90867,6.869147,0.965962,5.509091,7.2653666,5.3885493,-0.021985827,-3.3950396,-1.4467661,2.9237456,2.60737,76.38512,76.76761,25.457472,7.636565,5.813158,4.135065,4.3342786,3.527075,5.349617,6.328445,5.000304,4.6263947,5.291401,23.99213441268181,12.360066816352647,18.310939997887203,19.60188590282081,19.80626194805654,16.226099300070352,23.641682321405195,22.39880847090614,3.86954621239286,5.848349970179308,5.999486702426206,5.962066153196226,4.180345913482905,6.529148596209686,Major
0.25487757,0.32650137,0.6288285,0.5669994,0.62320685,0.51937443,0.28322408,0.32175955,0.5413888,0.54313356,0.8753442,0.66526026,0.11220275,0.19322951,0.2729456,0.20334604,0.2386002,0.20204869,0.17272724,0.172586,0.2299686,0.14920227,0.24155724,0.20795524,-149.0137,257.90094,52.51351,-12.37646,5.7874517,11.90088,-0.9631871,-10.236215,-13.194191,-9.513359,-7.228345,-3.3115776,-1.4450104,86.52497,51.333797,29.870848,11.015557,8.815803,11.148495,8.223392,6.9271355,6.459853,5.49247,5.060422,3.6370475,5.177125,20.785926332818335,10.336525800418766,21.511795086395555,27.07777195786983,28.37179981260116,20.83495979397455,23.85108282553673,6.9659250530600305,2.6737010643303964,5.150100794296055,5.735223399246905,6.899391850315259,6.845032910012787,3.7699947233657025,Major
0.4812975,0.93075055,0.6464833,0.6811338,0.58114344,0.5649547,0.3730877,0.36986554,0.56450045,0.39626005,0.4676436,0.2990996,0.12559944,0.18390116,0.18715872,0.229279,0.19742113,0.24960801,0.20001572,0.20119797,0.23024917,0.16417673,0.18519491,0.12175157,-141.09062,263.8089,38.51328,-14.619052,10.259536,10.767588,-2.5410337,-13.25685,-12.028569,-5.2886786,-6.8929214,-6.3080664,0.19998315,72.135666,47.60672,30.583292,10.433438,9.025759,12.477453,6.4055533,8.535741,7.3557334,5.865781,4.756795,4.6245275,4.587454,22.33944044487245,7.258904124418471,16.672925860514265,27.579122048654458,30.495294951896508,21.094840159278764,24.029442917250485,7.599235283151162,3.9422301530585417,4.113768346404157,5.8391255078452335,6.046152496755912,7.035386756419245,4.34668415809915,Major
0.4046585,0.6656813,0.5917393,0.72411925,0.6808035,0.7013,0.5290375,0.42979926,0.40083486,0.34905943,0.35814917,0.2633972,0.22902307,0.25654632,0.24670973,0.29953867,0.20441008,0.33808622,0.2816212,0.32604825,0.3497325,0.29340202,0.26978216,0.25185633,-174.51575,179.53088,66.04349,2.6699643,-3.0867264,4.830493,4.103435,0.08609254,-0.69247484,-0.31507343,-1.2820832,-2.2412434,-1.7393128,78.11632,81.02109,28.117798,10.499232,9.407741,7.1757145,5.738614,5.686508,6.257463,5.672405,5.4446845,6.0612397,5.96543,24.652776363337246,9.090378831690082,15.145031619910363,19.75650570194321,17.297876329833418,15.034226765086094,24.182024220685648,23.665083580150185,4.214291945033259,4.16796381583676,6.142588053516054,5.312699651949086,4.074173317549301,6.945119295746954,Major
0.31226367,0.31901553,0.41082063,0.43789586,0.60437727,0.47671914,0.2943241,0.36498207,0.7625988,0.60059756,0.60680383,0.5761366,0.21479195,0.26162764,0.26687202,0.24566713,0.33398348,0.2750142,0.28787354,0.25090882,0.2706125,0.19393481,0.33276972,0.2842968,-179.48798,201.80104,72.15036,6.840796,-1.7875804,2.3484697,4.1508546,2.0897884,-2.4334588,-6.2311916,-6.189854,-1.9029926,0.26762563,67.5002,67.3298,21.921963,8.5429945,6.7516565,5.1115093,4.3613477,5.171098,7.371988,7.756497,6.680769,5.3163447,4.8757324,20.780844033021776,11.845615974016667,18.335878072967816,22.403086873805854,19.446169926466187,15.583655397882152,24.96169207421637,17.593854474654737,3.5279123593081727,5.491023113047281,6.117299597692288,5.409745520537822,3.5204128257334677,5.569115015063833,Major
0.6948149,0.413747,0.2239343,0.29543376,0.6061075,0.54117817,0.27270904,0.33526024,0.2604312,0.33176723,0.8559864,0.86313254,0.22198793,0.18608378,0.1739446,0.14943732,0.22653618,0.20798406,0.17268318,0.191927,0.14363006,0.13165584,0.19548464,0.176094,-151.77155,257.73114,53.649944,-17.017769,-3.7301157,8.665774,12.9868355,5.2364025,-9.043297,-10.736403,-6.9119425,-6.2641244,-6.216982,60.23371,43.197628,26.936604,9.48773,7.5680637,10.287439,8.129432,4.908856,6.799814,4.465344,6.620259,4.3296456,4.6363153,22.845821788031692,10.548845792824217,23.20625383401425,24.83205459439457,30.986869621520736,22.672630787375045,23.40034641078007,6.797052116911352,2.8443458785727884,4.781743109352243,4.937732508490893,6.103489753277508,7.540584833989574,3.6972029354191607,Major
0.48858654,0.25869396,0.29359415,0.4637983,0.5008066,0.2905525,0.5503834,0.30887857,0.28541088,0.804044,0.8441271,0.81817466,0.17819929,0.17605126,0.14159526,0.18846731,0.19915698,0.18227263,0.19531393,0.14305873,0.117102146,0.2066718,0.18320915,0.17755847,-140.8459,260.34656,44.708675,-20.225725,-1.511882,5.9855847,6.785073,0.61122084,-14.684108,-16.383087,-9.239558,-4.97378,-1.04704,60.127438,42.670227,27.267096,10.504266,9.442165,11.360482,6.4811263,7.1021223,7.0326757,4.5138564,6.807025,3.7977517,3.5907662,24.8684485599354,12.89670378632181,23.178463686252975,23.685553978796307,30.617653614447907,22.869117033827806,23.467340719138367,6.85475694909007,3.3038619846618458,5.3138933778962825,4.675769004245818,6.515349303538694,8.282191921034729,3.815797368423084,Major
0.35523343,0.27076614,0.44319224,0.22562128,0.35039946,0.88939154,0.55942684,0.34390816,0.23330393,0.40501267,0.1713378,0.10670245,0.1955152,0.12898958,0.2717577,0.14538154,0.13308403,0.2663543,0.1994067,0.20844635,0.12813878,0.2251323,0.11278323,0.097276196,-142.723,251.46957,22.584568,-26.369219,-3.0467455,-7.698685,-21.967197,-22.390736,-9.601154,-8.297738,-20.64556,-19.540905,-7.6246257,78.71905,49.055565,34.02914,12.928856,8.435451,9.999935,9.256199,8.970449,6.6317077,4.7994103,7.7004294,8.862418,4.723715,23.855877773372878,14.936025671072919,18.3415353744164,28.160005227848856,26.564240360644813,20.22022235012985,25.384076093744117,8.130309849378726,3.801269707070806,3.740252988006051,6.02315252386795,4.726016609982193,6.950242235782534,4.363292247136273,Major
0.44295537,0.9391803,0.47554144,0.18270023,0.3736279,0.67235166,0.36904368,0.14124592,0.49320623,0.78815454,0.44199035,0.18333869,0.11413495,0.108700655,0.117143594,0.12359834,0.14422154,0.20900899,0.13604021,0.113285124,0.17106104,0.20522234,0.13233292,0.10242443,-155.62788,266.13712,35.042534,-23.329256,3.3966322,8.278616,0.15475148,-14.194806,-27.17883,-23.427149,-14.424199,-10.827962,-9.188973,61.576977,38.915627,27.395174,8.887178,5.3817415,13.945908,4.4833536,9.89944,9.986049,9.41862,6.4624066,4.3740745,3.912217,24.358742787094098,7.245329932228752,24.939479634608766,27.85349998146181,31.83353784079352,22.932069104334072,23.98295958713793,6.888581130595795,3.8758492911985463,4.645923762715905,4.738197584551385,5.373022432106031,7.909840492887921,3.903885605038225,Major
0.377214,0.22670087,0.12890586,0.10656154,0.22405773,0.13022092,0.058763154,0.10009058,0.24134822,0.7122059,0.9480846,0.6253257,0.19273692,0.14063308,0.12055433,0.116236664,0.14982535,0.13301247,0.12943816,0.17346391,0.13220423,0.17722689,0.16594498,0.1778885,-153.04083,240.86168,40.15954,-23.40975,-2.9548814,4.6324587,-7.336396,-12.091568,-3.222452,-1.7190275,-10.247213,-15.371981,-18.783558,65.5906,42.80673,28.298462,10.276172,9.106544,8.632392,9.248455,5.9248614,4.03109,5.3844757,5.160729,5.197373,4.7250314,24.890355256081506,15.71146082033297,25.39006876138225,31.1590124837612,27.245880238634747,21.996497030581175,24.283768418246325,7.240648601014075,3.030553234997337,5.397302997433198,5.669545623260941,4.760978598979462,7.069410056798725,4.2362716114166945,Major
0.40897104,0.3129078,0.3638138,0.5421073,0.38393274,0.23191425,0.34683573,0.79600203,0.51169443,0.35733467,0.58964443,0.485268,0.27505037,0.25955477,0.27111238,0.35272208,0.30267584,0.29969203,0.26044157,0.31021002,0.21462908,0.24733728,0.336353,0.26827416,-188.59474,183.55309,64.23275,3.3029904,0.23931861,7.219756,4.080933,-2.6615593,-7.20321,-9.527406,-8.799615,-5.5000715,-5.271801,69.745926,70.56272,22.351551,7.5333223,6.146011,5.8636003,5.697689,6.9914303,7.3839903,8.265621,8.15818,7.024904,7.02364,24.375024506587756,13.703126347553868,21.107073994579697,23.170203640607294,21.18865247243363,16.24174937404529,24.869871948902304,20.67908289810577,3.4989573368991675,5.986528668447388,5.589734038320192,4.697878061124483,3.7036185127975636,4.823032755440182,Major
0.65152055,0.56096023,0.56466484,0.3517772,0.088880345,0.14927399,0.33483317,0.25387484,0.18710741,0.49645272,0.9254817,0.61176467,0.23009725,0.21120086,0.22156839,0.16158785,0.11937924,0.13505656,0.2092667,0.15921098,0.114112556,0.16142622,0.21769038,0.18310468,-135.60155,258.4413,23.737928,-31.307035,-7.98658,-5.4020314,-11.365648,-15.232252,-16.293577,-15.991687,-20.374743,-20.205378,-13.634884,68.18144,45.636547,30.566896,13.50606,7.2487507,11.124524,6.3994956,6.807428,6.380831,5.3388777,6.3065705,5.6095214,4.5186844,22.680419503303547,16.586883240203093,21.974071274380204,23.83911463828703,28.892828226935354,23.533502206785933,24.932699176661195,7.056294610327072,2.8363911341874735,4.546846026285036,4.604958046965292,6.0595001047386,7.703472982200373,4.54311274782795,Major
0.46093044,0.32451782,0.2031129,0.18924189,0.3053359,0.56483626,0.39515457,0.18494266,0.1645966,0.32600632,0.7637587,0.4862128,0.2598659,0.29871127,0.34280902,0.35170978,0.3233251,0.38696927,0.32480153,0.34289446,0.33828002,0.2662623,0.32917473,0.18076248,-187.98888,143.9975,53.921524,6.6892343,4.45379,5.2443686,-3.7427173,-6.744348,-1.5535718,-1.5217382,-9.148063,-14.963978,-15.73568,58.443844,57.790764,17.927511,9.858345,8.478532,6.7712536,8.812864,9.278083,5.9107356,6.5143757,8.072614,10.522479,11.518773,22.03363477036342,16.507981209010254,21.203516310098447,23.526977399209613,19.121564853928387,15.99076088143313,24.400216430962104,18.42442748314375,5.886663963537668,6.319792834959643,6.801721501338357,5.224263007259754,3.578702867083015,4.630875493407337,Major
0.13099283,0.3527523,0.92538404,0.70755196,0.46451995,0.38991433,0.33803257,0.36963558,0.18424362,0.27180353,0.31366456,0.10913796,0.13641773,0.10670243,0.19014584,0.19919397,0.21765305,0.26205197,0.22424915,0.27249992,0.15277027,0.1963229,0.23172909,0.122863196,-137.86736,247.02206,29.131222,-28.124037,-7.985183,-7.2150254,-15.124997,-14.78559,-10.414639,-13.838145,-22.679317,-15.391336,-3.081076,69.108444,44.995724,29.962448,12.170256,6.6328816,10.153306,6.4946914,8.138482,6.597543,5.2706184,6.68236,5.957699,3.8065166,21.660567564111844,17.687922939719268,17.893651739651435,25.482379369934012,29.98204100154541,21.184447360849227,23.93626992370837,6.23467461854278,4.494575966758841,3.5964526097525673,5.05961474231681,5.971966731431392,7.209176451358253,3.8972618499369736,Major
0.39034083,0.503713,0.47193074,0.56105226,0.38378835,0.24480365,0.4234968,0.7930143,0.43616322,0.18981655,0.34490874,0.5238433,0.25432864,0.2956551,0.29252443,0.37185535,0.31092608,0.2993424,0.2413106,0.29985577,0.24347545,0.27001998,0.27329957,0.37782764,-183.57433,190.58951,64.58538,-5.352769,-9.985561,1.5861291,1.3556814,-5.042913,-9.15204,-10.104721,-7.8369226,-3.4732795,-2.6772668,73.738464,75.10627,22.629297,11.098729,10.18089,7.032206,4.886366,7.168032,8.691459,9.075428,8.272996,6.7361565,6.3042397,24.69807242835849,12.732029196456201,21.897851178645944,21.907805522163184,21.07809987548734,15.78917335919159,24.504148597853035,20.38722351964235,3.710752727671024,6.030469613428141,5.4389442197937266,4.680107412752737,3.410040166538514,4.70671163433635,Major
0.28621626,0.36063835,0.5325282,0.32542595,0.20167108,0.33089745,0.5886881,0.28655443,0.31639656,0.5276042,0.78429294,0.4952742,0.2195159,0.25736734,0.29509565,0.27674937,0.3025111,0.2833376,0.3990639,0.26777124,0.23466045,0.19453877,0.2874145,0.19340938,-172.57944,185.38686,55.104286,8.594637,3.4692197,7.087208,5.1589756,-2.1768525,-7.9245553,-5.5630307,0.153886,5.0576906,2.03839,70.13132,64.26649,17.50609,6.503012,6.7183676,7.3212857,6.9902415,7.4010243,8.592921,7.122652,5.6775837,4.4352074,4.3640556,21.919545739956874,14.276557638826576,18.376283354171015,20.0595498708012,20.29189957832562,15.419426056692613,24.809195102907562,19.89369456059635,3.577243602213934,4.70582842171706,5.689161400839087,5.583638605713156,3.4804562677352817,5.422575962353985,Major
0.25487757,0.32650137,0.6288285,0.5669994,0.62320685,0.51937443,0.28322408,0.32175955,0.5413888,0.54313356,0.8753442,0.66526026,0.11220275,0.19322951,0.2729456,0.20334604,0.2386002,0.20204869,0.17272724,0.172586,0.2299686,0.14920227,0.24155724,0.20795524,-149.0137,257.90094,52.51351,-12.37646,5.7874517,11.90088,-0.9631871,-10.236215,-13.194191,-9.513359,-7.228345,-3.3115776,-1.4450104,86.52497,51.333797,29.870848,11.015557,8.815803,11.148495,8.223392,6.9271355,6.459853,5.49247,5.060422,3.6370475,5.177125,20.785926332818335,10.336525800418766,21.511795086395555,27.07777195786983,28.37179981260116,20.83495979397455,23.85108282553673,6.9659250530600305,2.6737010643303964,5.150100794296055,5.735223399246905,6.899391850315259,6.845032910012787,3.7699947233657025,Major
0.7767313,0.35450223,0.1358436,0.3293026,0.72656715,0.5114688,0.15374862,0.3998531,0.19384119,0.14713141,0.62553895,0.7640302,0.25096408,0.12775382,0.12548827,0.14510295,0.2758111,0.19362523,0.1137675,0.25201043,0.13384724,0.11822376,0.27702218,0.19331583,-141.81573,238.15987,18.689297,-29.615982,-7.6352873,-5.697575,-12.686328,-17.160852,-12.813806,-9.642159,-18.991426,-28.256466,-29.892357,73.27323,44.57581,31.706831,13.549328,7.6695,10.089165,8.5445795,7.324979,5.2194433,4.643089,5.3904195,7.5457335,8.231287,21.389567840111454,18.225352799496434,24.14062313844182,28.064271378000672,29.73273566899463,20.106780169568346,24.566752116076493,6.848950839967982,4.2408432210013265,5.074479901123004,5.33044179479228,6.25400554948519,6.621380456912393,4.7411929715070755,Major
0.5126587,0.26930827,0.3005935,0.21577601,0.26231217,0.2538648,0.7227344,0.8022568,0.38130203,0.2048913,0.3773669,0.8427018,0.1908328,0.13562723,0.19837245,0.14391425,0.16744718,0.1298522,0.16381605,0.20555583,0.14997256,0.13941054,0.13019335,0.24474394,-147.4599,261.98566,36.370457,-11.070322,12.035975,12.109289,0.2524078,-14.788331,-21.616482,-17.390879,-9.789228,2.886652,12.145635,74.31726,48.25652,34.9942,10.703014,10.628491,12.978286,4.830408,8.103804,7.198444,9.19995,6.7855687,5.3188014,8.217941,21.45130685697178,9.662069881927373,19.428061723291034,27.228657393295528,28.793136585105092,20.015061787303186,24.74685746419445,6.884672257413508,4.448559935804306,4.057508402960604,6.047406028356793,5.856573088600145,7.216777951344727,4.374740181719033,Major
0.10214344,0.11803858,0.2988007,0.53812855,0.32717156,0.36379683,0.6744351,0.4975874,0.4802927,0.47942865,0.9302304,0.3910986,0.09961884,0.11624889,0.12907901,0.23533283,0.12475919,0.13097408,0.20188446,0.14758284,0.21083735,0.10488631,0.22501442,0.11506706,-163.1707,261.06497,35.47326,-24.565624,-6.315591,-4.2757783,-12.6911335,-22.902834,-26.378393,-20.240107,-16.18655,-11.557643,-6.7852135,73.50909,44.65649,33.47548,12.210051,7.078764,11.092087,6.9606524,8.482221,10.011712,7.6297703,5.6599474,4.7936826,3.3886163,23.027755729823625,9.301877529662484,19.271054224849976,26.670904279629077,28.167265285875338,22.06672554732494,24.48346280979828,6.554816389349428,2.800800586852237,4.293570049186686,4.5597173080946956,4.977458447232049,6.047587321875021,4.00398460536347,Major
0.77366054,0.32736352,0.3398449,0.82647336,0.5256332,0.30943578,0.14915548,0.12232411,0.13731246,0.09514555,0.11889435,0.21539736,0.26225537,0.13197549,0.14130653,0.2650381,0.19312134,0.14455903,0.114828564,0.13637756,0.20242688,0.15405023,0.10454008,0.10243565,-135.48248,228.95255,8.135344,-36.468456,-6.3364406,-7.4969645,-21.78216,-29.631905,-25.962008,-19.324854,-18.179731,-12.131528,-5.697393,73.32549,41.21122,33.929783,15.591188,8.950367,9.89735,10.278284,10.169454,6.311245,6.0655847,6.453734,6.055372,5.1081367,11.006158759228232,15.366072135714054,23.90130726131937,26.96002013876752,27.68763063986867,21.310942754940438,24.52400255585071,5.114101634022175,3.438751396859705,4.3868330978751935,5.517241827177873,5.106378508889934,6.139181620876954,3.9850103433529878,Major
0.53363514,0.33471134,0.49622482,0.83057433,0.5333584,0.36702195,0.7288783,0.6925113,0.5904972,0.3769943,0.42938155,0.3096609,0.19838375,0.13105217,0.17649885,0.25337052,0.1712553,0.14305058,0.26386657,0.24099632,0.2592617,0.1888915,0.23448335,0.11443643,-146.5852,262.94275,42.07316,-10.363055,5.6553555,1.4072244,-7.988618,-13.340507,-10.237686,0.70062333,-1.8838844,-11.13455,-12.25165,74.995804,49.570717,33.713806,11.210871,8.84496,10.277189,8.504109,7.028351,7.3694887,5.5112166,6.0616136,6.1926856,5.945312,23.96448666302963,9.556556206883354,23.000356009344085,27.924472730615843,28.1869778032616,20.646537450810186,24.91281119818301,7.715098046119853,3.779874088750207,5.795287933141381,6.0965479151486335,6.037486568311053,7.404300724492651,4.49432736848465,Major
0.7595869,0.46975225,0.13868606,0.15702452,0.4005636,0.44161054,0.9066856,0.73706245,0.34185645,0.25163332,0.25391385,0.3654378,0.2339127,0.17735854,0.1143746,0.13130218,0.17061973,0.11901961,0.21561866,0.18877815,0.16722174,0.17012386,0.13125767,0.1074479,-149.2296,253.89713,48.20833,-8.670299,6.8013234,5.321518,-8.224031,-16.205265,-7.9228015,8.933969,8.253189,-5.7082286,-13.501037,66.619514,44.69984,32.21931,9.999421,7.9759603,7.7701383,6.934386,6.4637203,5.633351,6.3970404,7.0295644,4.427484,5.6448207,25.090921197821817,9.46705014411835,19.999930127618878,28.549066448549812,30.03339738039753,20.61243835382093,23.714959257594177,6.74806101324362,3.195604887999637,4.166427946548405,5.805272746045145,6.298917094346776,7.222188636088349,4.166825314466133,Major
0.5391082,0.21758777,0.3997855,0.471341,0.32142663,0.19494402,0.6258485,0.6396928,0.3242605,0.27294877,0.5510622,0.8748134,0.17605956,0.11348564,0.18446575,0.2078938,0.15986535,0.13795924,0.17983213,0.28689882,0.20006035,0.15830287,0.15426348,0.21991825,-150.29922,262.24344,45.41792,-12.620425,4.069925,8.939345,5.5998187,-6.725394,-18.49695,-15.368135,-7.740405,-2.1868985,0.4982332,71.89754,49.496838,32.4782,10.629202,6.1288805,13.6664,6.0310216,9.304751,9.156594,8.080616,5.763376,4.491253,6.766659,21.909721009827404,9.877904283728048,20.823435089056566,23.569174462912816,30.148225697704433,20.635465611921568,24.60294941551738,6.459940133667236,4.036755465834671,4.083042255326737,4.841742238836249,6.64583568481626,7.789454882393371,4.214041254604124,Major
0.1514268,0.5317952,0.29505345,0.2644813,0.13785733,0.32967812,0.91959035,0.49228105,0.23630217,0.15974607,0.3528392,0.14854369,0.09832785,0.25620297,0.1307247,0.30319813,0.1405451,0.117014565,0.2388872,0.13726315,0.11728747,0.10047635,0.24053282,0.11253554,-136.89297,244.59267,12.256589,-28.45322,-2.0929868,-7.242981,-25.056932,-28.912014,-15.3230505,-11.151288,-19.417025,-16.276524,-6.9995627,78.32877,49.15081,33.480892,15.227758,8.774008,10.088041,10.051468,10.525436,6.0089483,5.921868,8.313195,6.8019648,6.072754,23.909163257186325,18.350281302328874,21.307225567232194,28.520050532771513,28.948717838616673,22.367067922728673,25.51520328843243,7.925798370020625,4.471316542946156,4.17352574824586,5.652914085427449,6.126382307525414,7.294711371352318,5.0092337357862355,Major
0.40897104,0.3129078,0.3638138,0.5421073,0.38393274,0.23191425,0.34683573,0.79600203,0.51169443,0.35733467,0.58964443,0.485268,0.27505037,0.25955477,0.27111238,0.35272208,0.30267584,0.29969203,0.26044157,0.31021002,0.21462908,0.24733728,0.336353,0.26827416,-188.59474,183.55309,64.23275,3.3029904,0.23931861,7.219756,4.080933,-2.6615593,-7.20321,-9.527406,-8.799615,-5.5000715,-5.271801,69.745926,70.56272,22.351551,7.5333223,6.146011,5.8636003,5.697689,6.9914303,7.3839903,8.265621,8.15818,7.024904,7.02364,24.375024506587756,13.703126347553868,21.107073994579697,23.170203640607294,21.18865247243363,16.24174937404529,24.869871948902304,20.67908289810577,3.4989573368991675,5.986528668447388,5.589734038320192,4.697878061124483,3.7036185127975636,4.823032755440182,Major
